"X","taxon","kingdom","phylum","class","order","family","genus"
786,"Leiotrametes lactinea","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Leiotrametes"
898,"Leiotrametes menziesii","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Leiotrametes"
1402,"Leiotrametes sp",NA,NA,NA,NA,NA,NA
1670,"Lentinellus vulpinus","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Lentinellus"
7,"Lentinula aciculospora","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Lentinula"
203,"Lentinula boryana","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Lentinula"
477,"Lentinula edodes","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Lentinula"
801,"Lentinula lateritia","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Lentinula"
1005,"Lentinula novae-zelandiae","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Lentinula"
1241,"Lentinula raphanica","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Lentinula"
1563,"Lentinus tigrinus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lentinus"
567,"Lentithecium fluviatile","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Lentithecium"
1067,"Lepidopterella palustris","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Argynnaceae","Lepidopterella"
1013,"Lepista nuda","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Lepista"
933,"Leptoporus mollis","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Leptoporus"
294,"Leratiomyces ceres","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Leratiomyces"
510,"Leratiomyces erythrocephalus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Leratiomyces"
934,"Leucogyrophana mollusca","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Leucogyrophana"
387,"Leucosporidiella creatinivora","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidiella"
1100,"Linderina pennispora","Fungi","Zygomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Linderina"
1552,"Lindra thalassiae","Fungi","Ascomycota","Sordariomycetes","Lulworthiales","Lulworthiaceae","Lindra"
1476,"Lipomyces starkeyi","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Lipomyces"
924,"Lollipopaia minuta","Fungi","Ascomycota","Sordariomycetes","Diaporthales",NA,"Lollipopaia"
858,"Lophiostoma macrostomum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma"
993,"Lophodermium nitens","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Lophodermium"
769,"Loramyces juncicola","Fungi","Ascomycota","Leotiomycetes","Helotiales","Loramycetaceae","Loramyces"
857,"Loramyces macrosporus","Fungi","Ascomycota","Leotiomycetes","Helotiales","Loramycetaceae","Loramyces"
1324,"Lunasporangiospora selenospora",NA,NA,NA,NA,NA,NA
1102,"Lycoperdon perlatum","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lycoperdon"
85,"Macroventuria anomochaeta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Macroventuria"
535,"Marasmius fiardii","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
1187,"Martensiomyces pterosporus","Fungi","Zygomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Martensiomyces"
1198,"Melanomma pulvis-pyrius","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Melanomma"
473,"Meredithblackwellia eburnea","Fungi","Basidiomycota","Microbotryomycetes","Kriegeriales","Kriegeriaceae","Meredithblackwellia"
652,"Metschnikowia gruessii","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia"
1240,"Metschnikowia rancensis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia"
1582,"Microascus trigonosporus","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus"
55,"Mortierella alpina","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
57,"Mortierella ambigua","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
264,"Mortierella capitata","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
607,"Mortierella gamsii","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
703,"Mortierella humilis","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
926,"Mortierella minutissima","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
948,"Mortierella multidivaricata","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Gamsiella"
1637,"Mortierella verticillata","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
1684,"Mortierella wolfii","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
575,"Mrakia frigida","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia"
599,"Mucor fuscus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
681,"Mucor heterogamus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
793,"Mucor lanceolatus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
841,"Mucor lusitanicus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
684,"Myceliophthora heterothallica",NA,NA,NA,NA,NA,NA
1343,"Myceliophthora similis",NA,NA,NA,NA,NA,NA
38,"Mycena albidolilacea","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
46,"Mycena alexandri","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
64,"Mycena amicta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
161,"Mycena belliae","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
262,"Mycena capillaripes","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
394,"Mycena crocata","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
503,"Mycena epipterygia","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
541,"Mycena filopes","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
563,"Mycena floridula","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
603,"Mycena galericulata","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
606,"Mycena galopus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
662,"Mycena haematopus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
802,"Mycena latifolia","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
810,"Mycena leptocephala","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
860,"Mycena maculata","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
903,"Mycena metata","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1033,"Mycena olivaceomarginata","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1142,"Mycena polygramma","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1206,"Mycena pura","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1242,"Mycena rebaudengoi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1278,"Mycena rosella","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1305,"Mycena sanguinolenta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1661,"Mycena vitilis","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
1666,"Mycena vulgaris","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena"
29,"Mycotypha africana","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mycotyphaceae","Mycotypha"
730,"Mycotypha indica","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mycotyphaceae","Mycotypha"
755,"Myrothecium inundatum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium"
889,"Myxozyma melibiosi","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Myxozyma"
1658,"Naganishia vishniacii","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Naganishia"
565,"Naiadella fluitans","Fungi","Basidiomycota","Classiculomycetes","Classiculales","Classiculaceae","Classicula"
808,"Neolentinus lepideus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Neolentinus"
455,"Neurospora discreta","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
694,"Neurospora hispaniola","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
1644,"Nia vibrissa","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Niaceae","Nia"
520,"Niesslia exilis","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia"
1076,"Ogataea parapolymorpha","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Ogataea"
1143,"Ogataea polymorpha","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Ogataea"
1309,"Onnia scaura","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Inonotus"
942,"Oudemansiella mucida","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Mucidula"
1536,"Pachysolen tannophilus","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Pachysolen"
1069,"Panaeolus papilionaceus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus"
1489,"Panellus stipticus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Panellus"
1291,"Panus rudis","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Panus"
804,"Papiliotrema laurentii","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Papiliotrema"
131,"Patellaria atrata","Fungi","Ascomycota","Dothideomycetes","Patellariales","Patellariaceae","Patellaria"
130,"Penicillium atramentosum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1001,"Penicillium nordicum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1516,"Penicillium subrubescens","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1525,"Penicillium swiecickii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
474,"Peziza echinospora","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza"
276,"Phanerochaete carnosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete"
121,"Phascolomyces articulosus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Syncephalastraceae","Phascolomyces"
534,"Phellinus ferrugineofuscus","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinidium"
1660,"Phellinus viticola","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus"
989,"Phellopilus nigrolimitatus","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellopilus"
287,"Phlebia centrifuga","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Hermanssonia"
1227,"Phlebia radiata","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia"
1506,"Phlebia subcretacea","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Cabalodontia"
617,"Phlebiopsis gigantea","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phlebiopsis"
525,"Phleogena faginea","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Phleogenaceae","Phleogena"
53,"Pholiota alnicola","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Flammula"
365,"Pholiota conissans","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota"
932,"Pholiota molesta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota"
184,"Phycomyces blakesleeanus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Phycomycetaceae","Phycomyces"
994,"Phycomyces nitens","Fungi","Zygomycota","Mucoromycetes","Mucorales","Phycomycetaceae","Phycomyces"
1092,"Pichia pastoris","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Komagataella"
81,"Pilaira anomala","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira"
1603,"Pilobolus umbonatus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Pilobolaceae","Pilobolus"
1349,"Pleomassaria siparia","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Pleomassaria"
509,"Pleurotus eryngii","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus"
391,"Plicaturopsis crispa","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Plicaturopsis"
298,"Pluteus cervinus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus"
768,"Podosordaria jugoyasan","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Podosordaria"
86,"Podospora anserina","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Triangularia"
100,"Podospora appendiculata","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
417,"Podospora curvicolla","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
448,"Podospora didyma","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
30,"Polychytrium aggregatum","Fungi","Chytridiomycota","Chytridiomycetes","Polychytriales","Polychytriaceae","Polychytrium"
114,"Polyporus arcularius","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus"
232,"Polyporus brumalis","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus"
713,"Polytolypa hystricis","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Polytolypa"
985,"Porodaedalea niemelaei","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus"
1199,"Poronia punctata","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Poronia"
943,"Porpomyces mucidus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Ceriporiopsis"
1130,"Postia placenta","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Rhodonia"
1488,"Postia stiptica","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Amaropostia"
401,"Psilocybe cubensis","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Psilocybe"
1331,"Psilocybe serbica","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Psilocybe"
1495,"Punctularia strigosozonata","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Punctularia"
581,"Pycnoporellus fulgens","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Pycnoporellus"
325,"Pycnoporus cinnabarinus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Pycnoporus"
347,"Pycnoporus coccineus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
1205,"Pycnoporus puniceus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Pycnoporus"
1304,"Pycnoporus sanguineus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Pycnoporus"
738,"Pyrenochaeta inflorescentiae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pyrenochaetopsidaceae","Neopyrenochaeta"
361,"Pyronema confluens","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pyronema"
463,"Pyronema domesticum","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pyronema"
226,"Ramicandelaber brevisporus","Fungi","Zygomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
1591,"Rhizopogon truncatus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon"
1280,"Rhodofomes roseus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Rhodofomes"
453,"Rhodosporidium diobovatum","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
630,"Rhodosporidium glutinis",NA,NA,NA,NA,NA,NA
1574,"Rhodosporidium toruloides","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
1273,"Roridomyces roridus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Roridomyces"
295,"Saccharomyces cerevisiae","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces"
358,"Saitoella complicata","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Protomycetaceae","Saitoella"
346,"Sarcoscypha coccinea","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha"
350,"Scheffersomyces coipomoensis",NA,NA,NA,NA,NA,NA
719,"Scheffersomyces illinoisensis",NA,NA,NA,NA,NA,NA
1218,"Scheffersomyces queiroziae","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces"
1653,"Scheffersomyces virginianus","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces"
1072,"Schizopora paradoxa","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Schizopora"
765,"Schizosaccharomyces japonicus","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Hasegawaea"
1150,"Schizosaccharomyces pombe","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces"
1642,"Schizothecium vesticola","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium"
688,"Serpula himantioides","Fungi","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae","Serpula"
201,"Serpulomyces borealis","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Ceraceomyces"
1668,"Sidera vulgaris","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Sidera"
1335,"Sistotrema sernanderi","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Sistotrema"
997,"Sistotremastrum niveocremeum","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Sistotremastrum"
1519,"Sistotremastrum suecicum","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Sistotremastrum"
48,"Sodiomyces alkalinus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Sodiomyces"
217,"Sordaria brevicollis","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Sordaria"
856,"Sordaria macrospora","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Sordaria"
108,"Spathaspora arborariae","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Spathaspora"
1090,"Spathaspora passalidarum","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Spathaspora"
1520,"Spathaspora suhii","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Spathaspora"
1480,"Sphaerobolus stellatus","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Sphaerobolus"
1200,"Spizellomyces punctatus","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces"
636,"Sporobolomyces gracilis","Fungi","Basidiomycota","Cystobasidiomycetes",NA,"Symmetrosporaceae","Symmetrospora"
1281,"Sporobolomyces roseus","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporobolomycetaceae","Sporobolomyces"
543,"Sporormia fimetaria","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormia"
649,"Stanjemonium grisellum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Stanjemonium"
167,"Stomiopeltis betulae","Fungi","Ascomycota","Dothideomycetes","Microthyriales","Micropeltidaceae","Stomiopeltis"
134,"Talaromyces atroroseus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces"
196,"Talaromyces borbonicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces"
1486,"Talaromyces stipitatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces"
488,"Thamnidium elegans","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Thamnidium"
1484,"Thelebolus stercoreus","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus"
140,"Thermoascus aurantiacus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Thermoascus"
88,"Thielavia antarctica","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium"
101,"Thielavia appendiculata","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Parathielavia"
116,"Thielavia arenaria","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Canariomyces"
711,"Thielavia hyrcaniae","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Parathielavia"
1228,"Torpedospora radiata","Fungi","Ascomycota","Sordariomycetes","Torpedosporales","Torpedosporaceae","Torpedospora"
281,"Tortispora caseinolytica","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trigonopsidaceae","Tortispora"
596,"Tothia fuscella","Fungi","Ascomycota","Dothideomycetes","Microthyriales","Microthyriaceae","Tothia"
169,"Trametes betulina","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lenzites"
324,"Trametes cingulata","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
615,"Trametes gibbosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
823,"Trametes ljubarskyi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Pilatotrama"
1149,"Trametes polyzona","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
1188,"Trametes pubescens","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
296,"Trametopsis cervina","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametopsis"
1107,"Trematosphaeria pertusa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Trematosphaeriaceae","Trematosphaeria"
3,"Trichaptum abietinum","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,"Trichaptum"
1158,"Tricharina praecox","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Tricharina"
1073,"Trichocoma paradoxa","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Trichocoma"
181,"Trichodelitschia bisporula","Fungi","Ascomycota","Dothideomycetes","Phaeotrichales","Phaeotrichaceae","Trichodelitschia"
133,"Trichoderma atrobrunneum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
1246,"Trichoderma reesei","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
1027,"Trichosporon oleaginosus",NA,NA,NA,NA,NA,NA
75,"Umbelopsis angularis","Fungi","Zygomycota",NA,"Umbelopsidales","Umbelopsidaceae","Umbelopsis"
759,"Umbelopsis isabellina","Fungi","Zygomycota",NA,"Umbelopsidales","Umbelopsidaceae","Umbelopsis"
1237,"Umbelopsis ramanniana","Fungi","Zygomycota",NA,"Umbelopsidales","Umbelopsidaceae","Umbelopsis"
805,"Valetoniellopsis laxa","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Valetoniellopsis"
921,"Vararia minispora","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Vararia"
2,"Veluticeps abietina","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Veluticeps"
353,"Vuilleminia comedens","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Vuilleminia"
715,"Wallemia ichthyophaga","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia"
1595,"Xenasmatella tulasnelloidea","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Xenasmataceae","Xenasma"
15,"Xylaria acuta","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria"
450,"Xylaria digitata","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria"
550,"Xylaria flabelliformis","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria"
821,"Yarrowia lipolytica","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia"
286,"Zasmidium cellare","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium"
1283,"Zygosaccharomyces rouxii","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces"
1385,"Endogone sp",NA,NA,NA,NA,NA,NA
270,"Geopyxis carbonaria","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopyxis"
420,"Hebeloma cylindrosporum","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma"
582,"Macrolepiota fuliginosa","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota"
78,"Morchella angusticeps","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
112,"Morchella arbutiphila","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
234,"Morchella brunnea","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
436,"Morchella deliciosa","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
